"Notes"	"Standard Residence States"	"Standard Residence States Code"	"OE Gestational Age Recode 4"	"OE Gestational Age Recode 4 Code"	"Year"	"Year Code"	Fetal Deaths
	"South Dakota"	"46"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"South Dakota"	"46"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"South Dakota"	"46"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Tennessee"	"47"	"20 - 23 weeks"	"02"	"2015"	"2015"	215
	"Tennessee"	"47"	"20 - 23 weeks"	"02"	"2016"	"2016"	219
	"Tennessee"	"47"	"20 - 23 weeks"	"02"	"2017"	"2017"	218
	"Tennessee"	"47"	"20 - 23 weeks"	"02"	"2018"	"2018"	208
	"Tennessee"	"47"	"20 - 23 weeks"	"02"	"2019"	"2019"	172
	"Tennessee"	"47"	"24 - 27 weeks"	"03"	"2015"	"2015"	104
	"Tennessee"	"47"	"24 - 27 weeks"	"03"	"2016"	"2016"	72
	"Tennessee"	"47"	"24 - 27 weeks"	"03"	"2017"	"2017"	74
	"Tennessee"	"47"	"24 - 27 weeks"	"03"	"2018"	"2018"	97
	"Tennessee"	"47"	"24 - 27 weeks"	"03"	"2019"	"2019"	86
	"Tennessee"	"47"	"28 weeks or more"	"04"	"2015"	"2015"	272
	"Tennessee"	"47"	"28 weeks or more"	"04"	"2016"	"2016"	298
	"Tennessee"	"47"	"28 weeks or more"	"04"	"2017"	"2017"	259
	"Tennessee"	"47"	"28 weeks or more"	"04"	"2018"	"2018"	274
	"Tennessee"	"47"	"28 weeks or more"	"04"	"2019"	"2019"	238
	"Tennessee"	"47"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Tennessee"	"47"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Tennessee"	"47"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Tennessee"	"47"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Tennessee"	"47"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Tennessee"	"47"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Tennessee"	"47"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Tennessee"	"47"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Tennessee"	"47"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Tennessee"	"47"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Texas"	"48"	"20 - 23 weeks"	"02"	"2015"	"2015"	689
	"Texas"	"48"	"20 - 23 weeks"	"02"	"2016"	"2016"	670
	"Texas"	"48"	"20 - 23 weeks"	"02"	"2017"	"2017"	557
	"Texas"	"48"	"20 - 23 weeks"	"02"	"2018"	"2018"	601
	"Texas"	"48"	"20 - 23 weeks"	"02"	"2019"	"2019"	520
	"Texas"	"48"	"24 - 27 weeks"	"03"	"2015"	"2015"	260
	"Texas"	"48"	"24 - 27 weeks"	"03"	"2016"	"2016"	270
	"Texas"	"48"	"24 - 27 weeks"	"03"	"2017"	"2017"	277
	"Texas"	"48"	"24 - 27 weeks"	"03"	"2018"	"2018"	275
	"Texas"	"48"	"24 - 27 weeks"	"03"	"2019"	"2019"	254
	"Texas"	"48"	"28 weeks or more"	"04"	"2015"	"2015"	1063
	"Texas"	"48"	"28 weeks or more"	"04"	"2016"	"2016"	943
	"Texas"	"48"	"28 weeks or more"	"04"	"2017"	"2017"	915
	"Texas"	"48"	"28 weeks or more"	"04"	"2018"	"2018"	861
	"Texas"	"48"	"28 weeks or more"	"04"	"2019"	"2019"	724
	"Texas"	"48"	"Unknown"	"05"	"2015"	"2015"	12
	"Texas"	"48"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Texas"	"48"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Texas"	"48"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Texas"	"48"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Texas"	"48"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Texas"	"48"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Texas"	"48"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Texas"	"48"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Texas"	"48"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Utah"	"49"	"20 - 23 weeks"	"02"	"2015"	"2015"	113
	"Utah"	"49"	"20 - 23 weeks"	"02"	"2016"	"2016"	107
	"Utah"	"49"	"20 - 23 weeks"	"02"	"2017"	"2017"	91
	"Utah"	"49"	"20 - 23 weeks"	"02"	"2018"	"2018"	110
	"Utah"	"49"	"20 - 23 weeks"	"02"	"2019"	"2019"	87
	"Utah"	"49"	"24 - 27 weeks"	"03"	"2015"	"2015"	38
	"Utah"	"49"	"24 - 27 weeks"	"03"	"2016"	"2016"	42
	"Utah"	"49"	"24 - 27 weeks"	"03"	"2017"	"2017"	44
	"Utah"	"49"	"24 - 27 weeks"	"03"	"2018"	"2018"	48
	"Utah"	"49"	"24 - 27 weeks"	"03"	"2019"	"2019"	34
	"Utah"	"49"	"28 weeks or more"	"04"	"2015"	"2015"	130
	"Utah"	"49"	"28 weeks or more"	"04"	"2016"	"2016"	152
	"Utah"	"49"	"28 weeks or more"	"04"	"2017"	"2017"	118
	"Utah"	"49"	"28 weeks or more"	"04"	"2018"	"2018"	159
	"Utah"	"49"	"28 weeks or more"	"04"	"2019"	"2019"	125
	"Utah"	"49"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Utah"	"49"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Utah"	"49"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Utah"	"49"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Utah"	"49"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Utah"	"49"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Utah"	"49"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Utah"	"49"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Utah"	"49"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Utah"	"49"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Vermont"	"50"	"20 - 23 weeks"	"02"	"2015"	"2015"	Suppressed
	"Vermont"	"50"	"20 - 23 weeks"	"02"	"2016"	"2016"	14
	"Vermont"	"50"	"20 - 23 weeks"	"02"	"2017"	"2017"	Suppressed
	"Vermont"	"50"	"20 - 23 weeks"	"02"	"2018"	"2018"	Suppressed
	"Vermont"	"50"	"20 - 23 weeks"	"02"	"2019"	"2019"	Suppressed
	"Vermont"	"50"	"24 - 27 weeks"	"03"	"2015"	"2015"	Suppressed
	"Vermont"	"50"	"24 - 27 weeks"	"03"	"2016"	"2016"	Suppressed
	"Vermont"	"50"	"24 - 27 weeks"	"03"	"2017"	"2017"	Suppressed
	"Vermont"	"50"	"24 - 27 weeks"	"03"	"2018"	"2018"	Suppressed
	"Vermont"	"50"	"24 - 27 weeks"	"03"	"2019"	"2019"	Suppressed
	"Vermont"	"50"	"28 weeks or more"	"04"	"2015"	"2015"	16
	"Vermont"	"50"	"28 weeks or more"	"04"	"2016"	"2016"	10
	"Vermont"	"50"	"28 weeks or more"	"04"	"2017"	"2017"	15
	"Vermont"	"50"	"28 weeks or more"	"04"	"2018"	"2018"	11
	"Vermont"	"50"	"28 weeks or more"	"04"	"2019"	"2019"	16
	"Vermont"	"50"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Vermont"	"50"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Vermont"	"50"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Vermont"	"50"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Vermont"	"50"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Vermont"	"50"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Vermont"	"50"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Vermont"	"50"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Vermont"	"50"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Vermont"	"50"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Virginia"	"51"	"20 - 23 weeks"	"02"	"2015"	"2015"	216
	"Virginia"	"51"	"20 - 23 weeks"	"02"	"2016"	"2016"	223
	"Virginia"	"51"	"20 - 23 weeks"	"02"	"2017"	"2017"	189
	"Virginia"	"51"	"20 - 23 weeks"	"02"	"2018"	"2018"	211
	"Virginia"	"51"	"20 - 23 weeks"	"02"	"2019"	"2019"	172
	"Virginia"	"51"	"24 - 27 weeks"	"03"	"2015"	"2015"	79
	"Virginia"	"51"	"24 - 27 weeks"	"03"	"2016"	"2016"	94
	"Virginia"	"51"	"24 - 27 weeks"	"03"	"2017"	"2017"	81
	"Virginia"	"51"	"24 - 27 weeks"	"03"	"2018"	"2018"	85
	"Virginia"	"51"	"24 - 27 weeks"	"03"	"2019"	"2019"	77
	"Virginia"	"51"	"28 weeks or more"	"04"	"2015"	"2015"	256
	"Virginia"	"51"	"28 weeks or more"	"04"	"2016"	"2016"	274
	"Virginia"	"51"	"28 weeks or more"	"04"	"2017"	"2017"	217
	"Virginia"	"51"	"28 weeks or more"	"04"	"2018"	"2018"	270
	"Virginia"	"51"	"28 weeks or more"	"04"	"2019"	"2019"	233
	"Virginia"	"51"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Virginia"	"51"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Virginia"	"51"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Virginia"	"51"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Virginia"	"51"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Virginia"	"51"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Virginia"	"51"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Virginia"	"51"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Virginia"	"51"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Virginia"	"51"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Washington"	"53"	"20 - 23 weeks"	"02"	"2015"	"2015"	215
	"Washington"	"53"	"20 - 23 weeks"	"02"	"2016"	"2016"	200
	"Washington"	"53"	"20 - 23 weeks"	"02"	"2017"	"2017"	217
	"Washington"	"53"	"20 - 23 weeks"	"02"	"2018"	"2018"	211
	"Washington"	"53"	"20 - 23 weeks"	"02"	"2019"	"2019"	202
	"Washington"	"53"	"24 - 27 weeks"	"03"	"2015"	"2015"	65
	"Washington"	"53"	"24 - 27 weeks"	"03"	"2016"	"2016"	75
	"Washington"	"53"	"24 - 27 weeks"	"03"	"2017"	"2017"	65
	"Washington"	"53"	"24 - 27 weeks"	"03"	"2018"	"2018"	83
	"Washington"	"53"	"24 - 27 weeks"	"03"	"2019"	"2019"	69
	"Washington"	"53"	"28 weeks or more"	"04"	"2015"	"2015"	196
	"Washington"	"53"	"28 weeks or more"	"04"	"2016"	"2016"	211
	"Washington"	"53"	"28 weeks or more"	"04"	"2017"	"2017"	218
	"Washington"	"53"	"28 weeks or more"	"04"	"2018"	"2018"	189
	"Washington"	"53"	"28 weeks or more"	"04"	"2019"	"2019"	206
	"Washington"	"53"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Washington"	"53"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Washington"	"53"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Washington"	"53"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Washington"	"53"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Washington"	"53"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Washington"	"53"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Washington"	"53"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Washington"	"53"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Washington"	"53"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"West Virginia"	"54"	"20 - 23 weeks"	"02"	"2015"	"2015"	32
	"West Virginia"	"54"	"20 - 23 weeks"	"02"	"2016"	"2016"	34
	"West Virginia"	"54"	"20 - 23 weeks"	"02"	"2017"	"2017"	22
	"West Virginia"	"54"	"20 - 23 weeks"	"02"	"2018"	"2018"	28
	"West Virginia"	"54"	"20 - 23 weeks"	"02"	"2019"	"2019"	26
	"West Virginia"	"54"	"24 - 27 weeks"	"03"	"2015"	"2015"	12
	"West Virginia"	"54"	"24 - 27 weeks"	"03"	"2016"	"2016"	14
	"West Virginia"	"54"	"24 - 27 weeks"	"03"	"2017"	"2017"	14
	"West Virginia"	"54"	"24 - 27 weeks"	"03"	"2018"	"2018"	15
	"West Virginia"	"54"	"24 - 27 weeks"	"03"	"2019"	"2019"	10
	"West Virginia"	"54"	"28 weeks or more"	"04"	"2015"	"2015"	57
	"West Virginia"	"54"	"28 weeks or more"	"04"	"2016"	"2016"	60
	"West Virginia"	"54"	"28 weeks or more"	"04"	"2017"	"2017"	73
	"West Virginia"	"54"	"28 weeks or more"	"04"	"2018"	"2018"	69
	"West Virginia"	"54"	"28 weeks or more"	"04"	"2019"	"2019"	43
	"West Virginia"	"54"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"West Virginia"	"54"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"West Virginia"	"54"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"West Virginia"	"54"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"West Virginia"	"54"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"West Virginia"	"54"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"West Virginia"	"54"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"West Virginia"	"54"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"West Virginia"	"54"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"West Virginia"	"54"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Wisconsin"	"55"	"20 - 23 weeks"	"02"	"2015"	"2015"	134
	"Wisconsin"	"55"	"20 - 23 weeks"	"02"	"2016"	"2016"	124
	"Wisconsin"	"55"	"20 - 23 weeks"	"02"	"2017"	"2017"	104
	"Wisconsin"	"55"	"20 - 23 weeks"	"02"	"2018"	"2018"	113
	"Wisconsin"	"55"	"20 - 23 weeks"	"02"	"2019"	"2019"	124
	"Wisconsin"	"55"	"24 - 27 weeks"	"03"	"2015"	"2015"	49
	"Wisconsin"	"55"	"24 - 27 weeks"	"03"	"2016"	"2016"	51
	"Wisconsin"	"55"	"24 - 27 weeks"	"03"	"2017"	"2017"	48
	"Wisconsin"	"55"	"24 - 27 weeks"	"03"	"2018"	"2018"	52
	"Wisconsin"	"55"	"24 - 27 weeks"	"03"	"2019"	"2019"	38
	"Wisconsin"	"55"	"28 weeks or more"	"04"	"2015"	"2015"	157
	"Wisconsin"	"55"	"28 weeks or more"	"04"	"2016"	"2016"	155
	"Wisconsin"	"55"	"28 weeks or more"	"04"	"2017"	"2017"	153
	"Wisconsin"	"55"	"28 weeks or more"	"04"	"2018"	"2018"	164
	"Wisconsin"	"55"	"28 weeks or more"	"04"	"2019"	"2019"	179
	"Wisconsin"	"55"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Wisconsin"	"55"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Wisconsin"	"55"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Wisconsin"	"55"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Wisconsin"	"55"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Wisconsin"	"55"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Wisconsin"	"55"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Wisconsin"	"55"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Wisconsin"	"55"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Wisconsin"	"55"	"Not Available"	"110"	"2019"	"2019"	Suppressed
	"Wyoming"	"56"	"20 - 23 weeks"	"02"	"2015"	"2015"	14
	"Wyoming"	"56"	"20 - 23 weeks"	"02"	"2016"	"2016"	20
	"Wyoming"	"56"	"20 - 23 weeks"	"02"	"2017"	"2017"	18
	"Wyoming"	"56"	"20 - 23 weeks"	"02"	"2018"	"2018"	20
	"Wyoming"	"56"	"20 - 23 weeks"	"02"	"2019"	"2019"	13
	"Wyoming"	"56"	"24 - 27 weeks"	"03"	"2015"	"2015"	Suppressed
	"Wyoming"	"56"	"24 - 27 weeks"	"03"	"2016"	"2016"	Suppressed
	"Wyoming"	"56"	"24 - 27 weeks"	"03"	"2017"	"2017"	Suppressed
	"Wyoming"	"56"	"24 - 27 weeks"	"03"	"2018"	"2018"	Suppressed
	"Wyoming"	"56"	"24 - 27 weeks"	"03"	"2019"	"2019"	Suppressed
	"Wyoming"	"56"	"28 weeks or more"	"04"	"2015"	"2015"	22
	"Wyoming"	"56"	"28 weeks or more"	"04"	"2016"	"2016"	12
	"Wyoming"	"56"	"28 weeks or more"	"04"	"2017"	"2017"	16
	"Wyoming"	"56"	"28 weeks or more"	"04"	"2018"	"2018"	17
	"Wyoming"	"56"	"28 weeks or more"	"04"	"2019"	"2019"	23
	"Wyoming"	"56"	"Unknown"	"05"	"2015"	"2015"	Suppressed
	"Wyoming"	"56"	"Unknown"	"05"	"2016"	"2016"	Suppressed
	"Wyoming"	"56"	"Unknown"	"05"	"2017"	"2017"	Suppressed
	"Wyoming"	"56"	"Unknown"	"05"	"2018"	"2018"	Suppressed
	"Wyoming"	"56"	"Unknown"	"05"	"2019"	"2019"	Suppressed
	"Wyoming"	"56"	"Not Available"	"110"	"2015"	"2015"	Suppressed
	"Wyoming"	"56"	"Not Available"	"110"	"2016"	"2016"	Suppressed
	"Wyoming"	"56"	"Not Available"	"110"	"2017"	"2017"	Suppressed
	"Wyoming"	"56"	"Not Available"	"110"	"2018"	"2018"	Suppressed
	"Wyoming"	"56"	"Not Available"	"110"	"2019"	"2019"	Suppressed
"---"
"Dataset: Fetal Deaths, 2014-2019 expanded"
"Query Parameters:"
"Year: 2015; 2016; 2017; 2018; 2019"
"Group By: Standard Residence States; OE Gestational Age Recode 4; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/fetal-deaths-expanded.html for more information."
"---"
"Query Date: May 14, 2022 6:29:15 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Fetal Deaths on CDC WONDER Online Database. Data are from the Fetal Death Records 2014-2019, as compiled from data"
"provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/fetal-deaths-expanded-current.html on May 14, 2022 6:29:15 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears instead of fetal deaths and percent of total values when the death value represents 0-9 sub-national"
"events. This is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/fetal-deaths-expanded.html#Assurance of Confidentiality."
"2. For some fields the data are recoded to ""Not Reported"" for specific states and years. The records are recoded because fetal"
"deaths to mothers residing in a reporting area continued to use the 1989 U.S. Standard Report of Fetal Death, or fetal deaths to"
"mothers residing in a reporting area that used the 2003 U.S. Standard Report of Fetal Death had more than 50% of fetal deaths"
"assigned to unspecified cause (P95) in the specified year, or the state simply did not report item for some years. For more"
"details see the user guide, which can be found at https://www.cdc.gov/nchs/data_access/vitalstatsonline.htm, for the respective"
"data year. To learn how to run query which shows exactly which states are not reporting for specific years see help document."
"More information: http://wonder.cdc.gov/wonder/help/fetal-deaths-expanded.html#About-Not-Reported-Data."
